MP.name,Nature.of.membership,Start.of.term,End.of.term,State,Constituency,Political.party,Gender,Educational.qualifications,Educational.qualifications...details,Age,Debates,Private.Member.Bills,Questions,Attendance,Notes,National.Debates.average,National.Private.Member.Bills.average,National.Questions.average,National.Attendance.average,State.s.Debates.average,State.s.Private.Member.Bills..average,State.s.Questions.average,State.s.Attendance.average,Minister,MajorCriminal,Category,Immoveable,Moveable,MOV,Entitlement,Released,AvailablewInterest,Recommended,Sanctioned,Expenditure,ExpenditureReleasedPerc,Unspent
Sudip Bandyopadhyay,Elected,18-May-09,In office,West Bengal,Kolkata Uttar,All India Trinamool Congress,Male,Graduate,"B.Sc.; Educated at K.N. College, Berhampore, West Bengal",61,55,0,0,85%,"This MP was a minister from Jul, 2011 to Sep, 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th Mar, 2011 and after 21st Sep, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",25,0.5,204,76%,30.8,0.7,119,72%,1,0,GEN,1916000,2514846,0.1245502,19,20.14,21.66,21.35,20.7,21.66,107.53,0
Sukender Reddy Gutha,Elected,18-May-09,In office,Andhra Pradesh,Nalgonda,Indian National Congress,Male,Graduate,"B.Sc.; Educated at Osmania University, Hyderabad, Andhra Pradesh",60,12,0,103,66%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,NA,NA,0.141821,19,19,20.24,19.29,19.29,19,100,1.24
Sukhdev Singh Libra,Elected,18-May-09,In office,Punjab,Fatehgarh Sahib,Indian National Congress,Male,Matric,"Educated at Shri Guru Govind Singh High School, Khanna, Distt. Ludhiana, Punjab",81,12,0,98,98%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,23.8,0.7,170,78%,0,0,SC,NA,NA,0.0409225,19,19,20.03,20.06,18.59,20.03,105.42,0
Sultan Ahmed,Elected,18-May-09,In office,West Bengal,Uluberia,All India Trinamool Congress,Male,Graduate,"Calcutta University, West Bengal",60,1,0,63,55%,"This MP was a Minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",9.1,0.2,85,76%,9.5,0.1,43,72%,1,0,GEN,3E+06,3026228,0.097974002,19,20.14,21.5,21.41,20.37,21.5,106.74,0
Sumitra Mahajan,Elected,18-May-09,In office,Madhya Pradesh,Indore,Bharatiya Janata Party,Female,Post Graduate,"M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh) ",70,60,2,567,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,GEN,6111250,1962756,0.0144056,19,19.03,19.66,19.94,19.61,19.52,102.55,0.14
Supriya Sule,Elected,18-May-09,In office,Maharashtra,Baramati,Nationalist Congress Party,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",44,38,5,739,86%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,1.17E+08,4E+08,0.45886779,19,19.35,21.33,23.45,20.95,19.9,102.82,1.43
Surendra Singh Nagar,Elected,18-May-09,In office,Uttar Pradesh,Gautam Buddha Nagar,Bahujan Samaj Party,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",48,28,0,502,81%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,2.41E+08,2.55E+08,0.021521401,19,19.06,19.69,19.93,17.18,14.7,77.11,4.99
Suresh Channabasappa Angadi,Elected,18-May-09,In office,Karnataka,Belgaum,Bharatiya Janata Party,Male,Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",58,25,0,332,67%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.2,0.2,350,68%,0,0,GEN,NA,3.5E+07,0.1572928,19,19.61,20.09,20.15,18.47,18.47,94.2,1.62
Suresh Kalmadi,Elected,18-May-09,In office,Maharashtra,Pune,Indian National Congress,Male,Graduate,"B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad",69,14,0,206,51%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,31600000,96500000,0.034984399,19,19.35,21.21,24.74,21.01,20.42,105.51,0.79
Suresh Kashinath Taware,Elected,18-May-09,In office,Maharashtra,Bhiwandi,Indian National Congress,Male,Graduate,"B.Com; Educated at B.N.N. College, Bhiwandi",53,13,1,183,86%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,1.07E+08,2492052,0.070796899,19,19.35,21.17,20.45,20.45,19.72,101.89,1.45
Suresh Kodikunnil,Elected,18-May-09,In office,Kerala,Mavelikkara,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",51,69,4,675,81%,"This MP was appointed a minister in Oct, 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",28.8,0.6,215,76%,53.4,1.1,309,79%,1,0,SC,1394250,258497,0.0597759,19,19.6,21.18,27.48,19.85,19.33,98.62,1.85
Suresh Kumar Shetkar,Elected,18-May-09,In office,Andhra Pradesh,Zahirabad,Indian National Congress,Male,Graduate,"B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra",53,20,0,839,79%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,NA,NA,0.017111201,19,19,20.83,19.51,19.51,20.83,109.63,0
Sushil Kumar Sambhajirao Shinde,Elected,18-May-09,In office,Maharashtra,Solapur,Indian National Congress,Male,Graduate,"B.A. (Hons.), LL.B.; Educated at Sangameshwar and Dayanand College, Solapur, Shivaji University, Kolhapur and New Law College, Mumbai University , Maharashtra",72,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,SC,52500000,33500000,0.1340542,19,16.85,18.58,28.11,20.65,17.72,105.14,0.86
Sushil Kumar Singh,Elected,18-May-09,In office,Bihar,Aurangabad,Janata Dal (United),Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",50,41,0,362,76%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,1,GEN,14700000,6247765,0.1204361,19,19.48,20.92,17.29,16.88,18.41,94.53,2.51
Sushila Saroj,Elected,18-May-09,In office,Uttar Pradesh,Mohanlalganj,Samajwadi Party,Female,Post Graduate,"M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh",62,25,0,543,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,22200000,6392985,0.1103239,19,19.06,19.26,16.8,16.8,14.75,77.38,4.51
Sushma Swaraj,Elected,18-May-09,In office,Madhya Pradesh,Vidisha,Bharatiya Janata Party,Female,Graduate,"B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",62,112,1,43,94%,"This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st Dec, 2009. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,GEN,38600000,34900000,0.70099688,19,19.03,19.64,19.59,19.3,19.3,101.39,0.34
Susmita Bauri,Elected,18-May-09,In office,West Bengal,Bishnupur,Communist Party of India (Marxist),Female,Graduate,"LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal",39,31,0,131,94%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,SC,1E+06,94971,0.1227208,19,17.64,18.62,21.6,18.46,18.62,105.54,0
Suvendu Adhikari,Elected,18-May-09,In office,West Bengal,Tamluk,All India Trinamool Congress,Male,Graduate,B.A. (Hons.); Educated at Contai P. K. College,43,20,0,90,27%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,1,GEN,3378250,1443745,0.1506332,19,20.14,21.14,21.24,21.15,21.15,105,-0.01
Syed Shahnawaz Hussain,Elected,18-May-09,In office,Bihar,Bhagalpur,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi",45,75,0,711,93%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,4800000,3907005,0.088718697,19,19.48,20.76,21.01,19.4,20.76,106.6,-0.01
T.K.S. Elangovan,Elected,18-May-09,In office,Tamil Nadu,Chennai North,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (English Literature); Educated at Pachayappa`s College, Chennai",59,56,0,15,91%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,0,GEN,5E+06,2368645,0.029024599,19,11.53,12.21,12.06,11.18,11.36,98.56,0.85
Tabassum Hasan,Elected,18-May-09,In office,Uttar Pradesh,Kairana,Bahujan Samaj Party,Female,Matric,,43,0,0,31,71%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,9850000,1817328,0.0309691,19,19.06,19.67,19.47,19.47,14.69,77.06,4.98
Takam Sanjoy,Elected,18-May-09,In office,Arunachal Pradesh,Arunachal West,Indian National Congress,Male,Graduate,"I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU) ",46,5,0,76,63%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,13.8,0,59,75%,0,0,ST,NA,NA,0.0045991,19,19,19.3,25.38,19.22,19.22,101.16,0.08
Tapas Paul,Elected,18-May-09,In office,West Bengal,Krishnanagar,All India Trinamool Congress,Male,Graduate,B.Sc. (Bio Science); Educated at Burdwan University,55,6,0,0,72%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,1,GEN,6726860,2664526,0.074003197,19,20.14,21.53,25.19,20.99,21.53,106.89,0
Tarachand Bhagora,Elected,18-May-09,In office,Rajasthan,Banswara,Indian National Congress,Male,Post Graduate,"M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan",60,3,0,353,80%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,51.5,1,304,88%,0,0,ST,3587309,2633517,0.25940451,19,19,20.4,23.32,20.35,17.84,93.89,2.56
Tarun Mandal,Elected,18-May-09,In office,West Bengal,Jaynagar,Independent,Male,Graduate,"M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi",55,124,0,21,68%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,SC,254000,264712,0.058640402,19,20.14,21.1,21.98,19.36,21.1,104.75,0
Tathagata Satpathy,Elected,18-May-09,In office,Orissa,Dhenkanal,Biju Janata Dal,Male,Graduate,"B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",57,37,0,275,74%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,GEN,3400000,815930,0.21781491,19,19,20.09,17.07,16.5,20.09,105.74,0
Thalikkottai Rajuthevar Baalu,Elected,18-May-09,In office,Tamil Nadu,Sriperumbudur,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",72,39,0,108,83%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,0,GEN,28800000,14900000,0.0315294,19,14.03,15.12,22.54,13.42,13.42,95.68,1.7
Thangso Baite,Elected,18-May-09,In office,Manipur,Outer Manipur,Indian National Congress,Male,Post Graduate,M.A.,60,3,0,9,98%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,29,0.5,107,98%,0,0,ST,1450000,327418,0.1604854,19,19,19.27,19.24,19.24,19.27,101.42,0
Thirumaa Valavan Thol,Elected,18-May-09,In office,Tamil Nadu,Chidambaram,Viduthalai Chiruthaigal Katchi,Male,Post Graduate,"B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",51,35,0,23,50%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,1,SC,NA,NA,0.1139266,19,19.03,19.49,19.35,18.79,16.63,87.41,2.86
Thokchom Meinya,Elected,18-May-09,In office,Manipur,Inner Manipur,Indian National Congress,Male,Doctorate,"M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",68,55,1,204,99%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,29,0.5,107,98%,0,0,GEN,1210000,770800,0.053084798,19,19,19.61,19.3,19.3,19.61,103.21,0
Tufani Saroj,Elected,18-May-09,In office,Uttar Pradesh,Machhlishahr,Samajwadi Party,Male,Graduate,"B.A.; Educated at Baldeo Degree College, Baragaon, Varanasi (Uttar Pradesh) ",57,49,0,340,85%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,4098039,6750965,0.0338636,19,19.06,19.61,19.95,19.58,16.92,88.76,2.69
Tushar Amarsinh Chaudhary,Elected,18-May-09,In office,Gujarat,Bardoli,Indian National Congress,Male,Graduate,"M.B.B.S.; Educated at M.S. University, Baroda, Gujarat",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,ST,720000,1352161,0.070849299,19,19.08,20.63,24.78,20.62,20.45,107.2,0.18
Udasi Shivkumar Chanabasappa,Elected,18-May-09,In office,Karnataka,Haveri,Bharatiya Janata Party,Male,Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",46,84,0,250,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.2,0.2,350,68%,0,0,GEN,1.65E+08,2.32E+08,0.1007978,19,19.61,20.93,21.47,19.19,19.04,97.11,1.89
Uday Singh Alias Pappu Singh,Elected,18-May-09,In office,Bihar,Purnia,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary; Eduated at Delhi Public School (1970),61,16,0,562,76%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,1,GEN,3.49E+08,90100000,0.26424479,19,19.48,21.71,25.79,20.69,21.71,111.48,-0.01
Usha Verma,Elected,18-May-09,In office,Uttar Pradesh,Hardoi,Samajwadi Party,Female,Post Graduate,"M.A. (English); Educated at S.D. Degree College and B.S.M. Degree College, Roorkee, Uttar Pradesh",50,18,0,405,86%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,1150000,604134,0.1617389,19,19.06,19.51,16.11,16.11,14.59,76.54,4.92
V. Kishore Chandra S. Deo,Elected,18-May-09,In office,Andhra Pradesh,Araku,Indian National Congress,Male,Post Graduate,"B.A. (Eco), M.A. (Political Science); Educated at Madras Christian College, Tambaram, Madras",67,2,0,0,91%,"This MP was appointed a minister in Jul, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th Mar, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",15.9,0.4,119,76%,10.1,0.3,171,68%,1,0,ST,6E+05,10400000,0.2428723,19,19,20.07,20.43,19.9,18.36,96.63,1.71
V. Narayanasamy,Elected,18-May-09,In office,Puducherry,Puducherry,Indian National Congress,Male,Post Graduate,"B.A., M.L.; Tagore Art College, Puducherry and Madras Law College, Chennai",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,NA,NA,0.1509537,19,20,20.68,25.16,20.69,18.14,90.7,2.54
Vijay Bahadur Singh,Elected,18-May-09,In office,Uttar Pradesh,Hamirpur,Bahujan Samaj Party,Male,Graduate,"B.A., LL.B.; Educated at Allahabad University (Uttar Pradesh) ",73,72,0,199,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,5550000,7393979,0.035151999,19,19.06,19.52,19.72,17.82,14.62,76.7,4.9
Vijay Inder Singla,Elected,18-May-09,In office,Punjab,Sangrur,Indian National Congress,Male,Graduate,"B.E.; Educated at B.M.S. College of Engineering, Bangalore (Karnataka) ",42,4,0,31,83%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,23.8,0.7,170,78%,0,0,GEN,NA,NA,0.043891799,19,19,19.85,20.24,19.4,18.89,99.42,0.96
Vikrambhai Arjanbhai Maadam,Elected,18-May-09,In office,Gujarat,Jamnagar,Indian National Congress,Male,Graduate,"B.A. (Political Science); Educated at Saurashtra University, Jamnagar (Gujarat) ",55,9,0,930,63%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,0,GEN,13500000,2590109,0.0444309,19,19.08,20.69,21.81,20.76,20.61,108.04,0.08
Vilas Baburao Muttemwar,Elected,18-May-09,In office,Maharashtra,Nagpur,Indian National Congress,Male,Graduate,"B. Com.; Educated at Nagpur University, Nagpur (Maharashtra) ",64,48,0,687,81%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,10900000,3301949,0.0323008,19,16.85,18.59,24.53,20.82,18.08,107.27,0.51
Vinay Kumar Pandey,Elected,18-May-09,In office,Uttar Pradesh,Shrawasti,Indian National Congress,Male,Doctorate,"Ph.D. (Paleobotany), M.Sc. (Botany), PG Diploma in Comupter Science, Advanced Ratna, Certificate Course in Processing adn Cultivation of Aromatic and Medical Plants; Educated at RML University Faizabad, Uttar Pradesh (MLK, PG College, Balrampur, Uttar Pra",49,59,0,197,83%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,NA,475127,0.069425099,19,19.06,19.98,18.6,18.6,18.6,97.57,1.38
Vincent H Pala,Elected,18-May-09,In office,Meghalaya,Shillong,Indian National Congress,Male,Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",46,3,0,28,84%,"This MP was a Minister. He tendered his resignation on 21st Oct, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Oct, 2012  (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",9.1,0.2,85,76%,1.5,0,14,67%,1,0,ST,2.29E+08,38300000,0.2245477,19,19,19.88,19.88,18.6,18.4,96.84,1.48
Virender Kashyap,Elected,18-May-09,In office,Himachal Pradesh,Shimla,Bharatiya Janata Party,Male,Post Graduate,M.Sc. (Physics); Educated at Himachal Pradesh University,63,131,0,398,90%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,86.3,0.6,337,92%,0,0,SC,9882216,NA,0.0443133,19,19,19.75,20.07,19.83,16.52,86.95,3.23
Virendra Kumar,Elected,18-May-09,In office,Madhya Pradesh,Tikamgarh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",60,200,0,280,96%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,SC,1030000,2321476,0.079709798,19,19.03,20.49,21.42,17.37,17.57,92.31,2.92
Vishnu Deo Sai,Elected,18-May-09,In office,Chhattisgarh,Raigarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh",50,4,0,14,52%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,13.6,0.5,183,60%,0,0,ST,1350000,1045000,0.059682898,19,19.09,20.34,25.34,19.29,20.34,106.54,0
Vishwa Mohan Kumar,Elected,18-May-09,In office,Bihar,Supaul,Janata Dal (United),Male,Post Graduate,M.Sc.,56,62,0,411,83%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,5500000,1189616,0.23804609,19,19.48,21.84,20.1,19.48,21.84,112.14,-0.01
Wakchaure Bhausaheb Rajaram,Elected,18-May-09,In office,Maharashtra,Shirdi,Shiv Sena,Male,Graduate,"B.Com., B.A., LL.B., D.L.L. & L.W., G.A.C. & A., D.E.D.; Educated at Pune University and Ahmednagar",64,24,7,780,66%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,SC,8522188,8009577,0.19996201,19,19.35,20.86,29.98,20.5,19.69,101.74,1.17
Yashbant Narayan Singh Laguri,Elected,18-May-09,In office,Orissa,Keonjhar,Biju Janata Dal,Male,Graduate,"B.A.; Educated at C.S. College, Champua, Utakal University",42,26,0,733,65%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,ST,5E+05,75000,0.1418386,19,19,19.69,19.93,18.46,16.71,87.95,2.98
